timestamp,factory_id,temperature,vibration,pressure,humidity,energy_consumption,state
2026-09-15 10:28:20.408027,F2,67.61,0.234,3.53,44.73,8.0,normal
2026-09-15 10:28:21.408027,F2,64.23,0.418,3.46,46.05,4.92,normal
2026-09-15 10:28:22.408027,F2,68.8,0.435,3.5,45.58,7.37,normal
2026-09-15 10:28:23.408027,F2,65.43,0.347,2.93,40.95,8.5,normal
2026-09-15 10:28:24.408027,F2,61.85,0.142,3.49,38.63,7.4,normal
2026-09-15 10:28:25.408027,F2,90.71,1.645,5.93,55.18,9.99,failure
2026-09-15 10:28:26.408027,F2,77.39,0.3,3.48,42.88,6.24,normal
2026-09-15 10:28:27.408027,F2,66.64,0.572,3.32,46.72,6.47,normal
2026-09-15 10:28:28.408027,F2,65.07,0.339,3.34,46.05,6.16,normal
2026-09-15 10:28:29.408027,F2,70.05,0.336,2.75,51.74,6.51,normal
2026-09-15 10:28:30.408027,F2,69.14,0.316,4.02,55.21,8.18,normal
2026-09-15 10:28:31.408027,F2,63.79,0.61,4.24,44.22,6.11,normal
2026-09-15 10:28:32.408027,F2,63.6,0.585,2.84,43.73,7.89,normal
2026-09-15 10:28:33.408027,F2,69.54,0.477,3.65,46.76,5.69,normal
2026-09-15 10:28:34.408027,F2,65.95,0.432,3.73,49.91,6.99,normal
2026-09-15 10:28:35.408027,F2,67.12,0.272,3.4,37.29,7.12,normal
2026-09-15 10:28:36.408027,F2,60.21,0.316,4.08,41.88,5.89,normal
2026-09-15 10:28:37.408027,F2,65.12,0.422,3.14,42.02,8.47,normal
2026-09-15 10:28:38.408027,F2,68.53,0.432,3.18,43.01,6.83,normal
2026-09-15 10:28:39.408027,F2,89.78,1.621,6.43,52.2,10.34,failure
2026-09-15 10:28:40.408027,F2,71.85,0.698,3.02,39.88,7.98,normal
2026-09-15 10:28:41.408027,F2,51.27,0.492,3.4,40.74,7.99,normal
2026-09-15 10:28:42.408027,F2,66.64,0.558,2.38,46.28,8.13,normal
2026-09-15 10:28:43.408027,F2,52.9,0.307,3.84,40.25,6.36,normal
2026-09-15 10:28:44.408027,F2,64.26,0.398,3.65,45.63,7.79,normal
2026-09-15 10:28:45.408027,F2,62.7,0.333,3.46,38.04,7.23,normal
2026-09-15 10:28:46.408027,F2,69.75,0.073,3.3,51.45,6.5,normal
2026-09-15 10:28:47.408027,F2,64.05,0.411,4.2,42.4,6.51,normal
2026-09-15 10:28:48.408027,F2,64.98,0.335,3.31,49.16,6.83,normal
2026-09-15 10:28:49.408027,F2,70.66,0.386,4.18,44.4,6.94,normal
2026-09-15 10:28:50.408027,F2,61.49,0.138,3.53,45.31,6.32,normal
2026-09-15 10:28:51.408027,F2,75.73,0.406,3.95,37.41,7.57,normal
2026-09-15 10:28:52.408027,F2,61.97,0.378,3.9,36.92,6.14,normal
2026-09-15 10:28:53.408027,F2,62.72,0.405,3.16,48.02,7.93,normal
2026-09-15 10:28:54.408027,F2,62.92,0.344,4.06,55.63,6.97,normal
2026-09-15 10:28:55.408027,F2,65.07,0.291,3.57,38.6,6.52,normal
2026-09-15 10:28:56.408027,F2,64.96,0.358,3.53,47.53,8.16,normal
2026-09-15 10:28:57.408027,F2,70.19,0.481,3.51,45.63,7.08,normal
2026-09-15 10:28:58.408027,F2,68.83,0.332,3.52,39.58,8.38,normal
2026-09-15 10:28:59.408027,F2,58.74,0.438,3.1,42.25,9.5,normal
2026-09-15 10:29:00.408027,F2,70.76,0.283,3.4,42.37,4.92,normal
2026-09-15 10:29:01.408027,F2,62.99,0.421,3.75,48.83,8.63,normal
2026-09-15 10:29:02.408027,F2,67.28,0.541,3.59,46.4,6.45,normal
2026-09-15 10:29:03.408027,F2,70.26,0.34,2.96,49.3,7.51,normal
2026-09-15 10:29:04.408027,F2,66.61,0.385,3.77,41.71,7.37,normal
2026-09-15 10:29:05.408027,F2,65.9,0.17,3.48,41.9,6.85,normal
2026-09-15 10:29:06.408027,F2,62.84,0.4,3.36,53.35,5.15,normal
2026-09-15 10:29:07.408027,F2,69.8,0.472,2.77,48.21,7.04,normal
2026-09-15 10:29:08.408027,F2,62.19,0.534,3.57,42.59,6.44,normal
2026-09-15 10:29:09.408027,F2,63.63,0.457,3.55,49.99,5.58,normal
2026-09-15 10:29:10.408027,F2,68.16,0.349,3.64,51.91,7.21,normal
2026-09-15 10:29:11.408027,F2,67.22,0.467,3.66,46.78,5.5,normal
2026-09-15 10:29:12.408027,F2,69.45,0.395,3.32,36.27,7.97,normal
2026-09-15 10:29:13.408027,F2,65.19,0.209,3.46,42.99,5.77,normal
2026-09-15 10:29:14.408027,F2,76.02,0.393,2.9,40.71,7.18,normal
2026-09-15 10:29:15.408027,F2,67.25,0.375,3.01,39.54,7.02,normal
2026-09-15 10:29:16.408027,F2,72.27,0.319,3.57,41.89,6.6,normal
2026-09-15 10:29:17.408027,F2,69.37,0.568,3.91,39.96,7.13,normal
2026-09-15 10:29:18.408027,F2,61.71,0.504,3.31,52.17,7.32,normal
2026-09-15 10:29:19.408027,F2,59.8,0.365,3.48,49.55,6.75,normal
2026-09-15 10:29:20.408027,F2,53.35,0.287,3.16,39.65,6.57,normal
2026-09-15 10:29:21.408027,F2,62.22,0.409,3.37,51.11,7.09,normal
2026-09-15 10:29:22.408027,F2,52.64,0.394,4.15,45.81,8.38,normal
2026-09-15 10:29:23.408027,F2,67.83,0.367,2.65,45.26,8.27,normal
2026-09-15 10:29:24.408027,F2,63.93,0.39,3.61,41.43,7.32,normal
2026-09-15 10:29:25.408027,F2,62.04,0.273,3.34,41.08,5.8,normal
2026-09-15 10:29:26.408027,F2,67.85,0.382,3.26,47.89,7.34,normal
2026-09-15 10:29:27.408027,F2,70.85,0.296,3.68,43.33,6.83,normal
2026-09-15 10:29:28.408027,F2,55.66,0.284,3.07,50.17,6.67,normal
2026-09-15 10:29:29.408027,F2,76.95,0.374,3.55,52.48,7.39,normal
2026-09-15 10:29:30.408027,F2,62.37,0.216,3.24,51.22,6.9,normal
2026-09-15 10:29:31.408027,F2,60.88,0.342,3.99,42.08,7.23,normal
2026-09-15 10:29:32.408027,F2,68.12,0.246,3.84,46.65,5.41,normal
2026-09-15 10:29:33.408027,F2,65.9,0.532,3.17,46.34,5.49,normal
2026-09-15 10:29:34.408027,F2,62.93,0.43,3.77,45.46,6.67,normal
2026-09-15 10:29:35.408027,F2,65.45,0.324,4.13,50.62,6.09,normal
2026-09-15 10:29:36.408027,F2,65.25,0.333,3.52,42.02,8.13,normal
2026-09-15 10:29:37.408027,F2,67.6,0.356,3.66,47.91,6.74,normal
2026-09-15 10:29:38.408027,F2,67.27,0.432,3.44,51.87,4.9,normal
2026-09-15 10:29:39.408027,F2,68.11,0.428,3.07,40.74,6.42,normal
2026-09-15 10:29:40.408027,F2,59.1,0.509,3.93,50.86,8.54,normal
2026-09-15 10:29:41.408027,F2,70.75,0.314,3.55,41.0,7.26,normal
2026-09-15 10:29:42.408027,F2,66.51,0.328,3.67,51.97,7.54,normal
2026-09-15 10:29:43.408027,F2,75.99,0.306,3.57,46.41,5.87,normal
2026-09-15 10:29:44.408027,F2,66.19,0.529,3.38,35.35,6.89,normal
2026-09-15 10:29:45.408027,F2,59.96,0.342,3.8,27.45,7.52,normal
2026-09-15 10:29:46.408027,F2,65.43,0.299,3.67,46.77,4.63,normal
2026-09-15 10:29:47.408027,F2,62.67,0.44,3.42,48.55,7.51,normal
2026-09-15 10:29:48.408027,F2,68.35,0.406,4.1,40.01,6.1,normal
2026-09-15 10:29:49.408027,F2,59.93,0.249,3.47,37.45,5.95,normal
2026-09-15 10:29:50.408027,F2,63.05,0.442,2.97,41.02,7.54,normal
2026-09-15 10:29:51.408027,F2,77.02,1.054,5.16,41.48,11.08,failure
2026-09-15 10:29:52.408027,F2,67.2,0.075,3.65,52.58,7.22,normal
2026-09-15 10:29:53.408027,F2,97.17,1.79,4.51,49.3,8.85,failure
2026-09-15 10:29:54.408027,F2,68.78,0.384,3.56,32.6,7.46,normal
2026-09-15 10:29:55.408027,F2,64.84,0.37,3.78,40.14,9.63,normal
2026-09-15 10:29:56.408027,F2,62.33,0.49,4.07,41.41,5.63,normal
2026-09-15 10:29:57.408027,F2,71.54,0.363,3.61,41.5,7.1,normal
2026-09-15 10:29:58.408027,F2,68.06,0.533,3.36,43.14,7.01,normal
2026-09-15 10:29:59.408027,F2,58.57,0.291,4.08,41.16,6.88,normal
2026-09-15 10:30:00.408027,F2,66.08,0.405,3.79,47.12,7.71,normal
2026-09-15 10:30:01.408027,F2,68.4,0.354,2.73,38.0,8.19,normal
2026-09-15 10:30:02.408027,F2,62.58,0.413,3.96,37.49,5.88,normal
2026-09-15 10:30:03.408027,F2,66.71,0.195,3.67,50.44,8.33,normal
2026-09-15 10:30:04.408027,F2,67.85,0.334,3.78,36.7,5.07,normal
2026-09-15 10:30:05.408027,F2,70.08,0.438,3.13,44.57,7.1,normal
2026-09-15 10:30:06.408027,F2,64.15,0.422,3.39,35.63,5.53,normal
2026-09-15 10:30:07.408027,F2,54.85,0.426,4.02,50.29,7.61,normal
2026-09-15 10:30:08.408027,F2,65.81,0.401,4.0,49.45,7.49,normal
2026-09-15 10:30:09.408027,F2,61.07,0.289,3.11,36.57,5.94,normal
2026-09-15 10:30:10.408027,F2,69.41,0.429,3.06,45.02,5.97,normal
2026-09-15 10:30:11.408027,F2,71.71,0.325,4.57,43.0,6.08,normal
2026-09-15 10:30:12.408027,F2,61.72,0.543,3.47,51.13,6.91,normal
2026-09-15 10:30:13.408027,F2,59.2,0.355,3.68,43.45,6.21,normal
2026-09-15 10:30:14.408027,F2,70.42,0.389,3.03,36.22,5.88,normal
2026-09-15 10:30:15.408027,F2,60.9,0.398,3.41,43.93,7.95,normal
2026-09-15 10:30:16.408027,F2,66.76,0.542,3.35,53.18,6.97,normal
2026-09-15 10:30:17.408027,F2,77.84,0.269,4.05,41.73,6.54,normal
2026-09-15 10:30:18.408027,F2,61.56,0.415,2.66,52.71,5.8,normal
2026-09-15 10:30:19.408027,F2,57.93,0.503,3.09,47.35,6.3,normal
2026-09-15 10:30:20.408027,F2,68.96,0.461,2.95,46.58,6.34,normal
2026-09-15 10:30:21.408027,F2,63.43,0.409,3.09,47.2,8.33,normal
2026-09-15 10:30:22.408027,F2,65.7,0.3,3.45,35.42,5.86,normal
2026-09-15 10:30:23.408027,F2,59.99,0.335,3.31,42.57,6.06,normal
2026-09-15 10:30:24.408027,F2,97.78,1.094,5.18,51.48,12.73,failure
2026-09-15 10:30:25.408027,F2,77.0,1.031,5.21,48.26,11.01,failure
2026-09-15 10:30:26.408027,F2,91.84,0.919,5.1,53.36,7.75,failure
2026-09-15 10:30:27.408027,F2,67.65,0.489,3.82,45.83,6.37,normal
2026-09-15 10:30:28.408027,F2,56.07,0.453,3.43,42.87,7.9,normal
2026-09-15 10:30:29.408027,F2,58.29,0.386,3.24,45.5,7.45,normal
2026-09-15 10:30:30.408027,F2,66.56,0.436,3.27,44.64,7.27,normal
2026-09-15 10:30:31.408027,F2,73.31,0.418,3.24,51.07,8.53,normal
2026-09-15 10:30:32.408027,F2,61.06,0.243,3.81,43.33,7.78,normal
2026-09-15 10:30:33.408027,F2,89.07,1.213,6.08,38.76,11.87,failure
2026-09-15 10:30:34.408027,F2,57.85,0.355,3.19,50.72,6.12,normal
2026-09-15 10:30:35.408027,F2,72.32,0.458,3.27,36.7,6.17,normal
2026-09-15 10:30:36.408027,F2,62.81,0.361,3.68,41.32,6.58,normal
2026-09-15 10:30:37.408027,F2,69.44,0.468,3.24,54.33,7.23,normal
2026-09-15 10:30:38.408027,F2,58.99,0.142,3.47,43.54,7.24,normal
2026-09-15 10:30:39.408027,F2,58.27,0.237,3.74,49.57,6.32,normal
2026-09-15 10:30:40.408027,F2,87.86,1.832,5.86,43.11,12.41,failure
2026-09-15 10:30:41.408027,F2,67.2,0.49,4.1,43.21,7.5,normal
2026-09-15 10:30:42.408027,F2,62.76,0.294,3.01,48.83,6.72,normal
2026-09-15 10:30:43.408027,F2,69.37,0.265,2.97,41.05,7.35,normal
2026-09-15 10:30:44.408027,F2,63.89,0.328,3.53,36.96,8.23,normal
2026-09-15 10:30:45.408027,F2,72.28,0.482,3.52,37.66,6.96,normal
2026-09-15 10:30:46.408027,F2,89.17,0.928,5.33,54.38,9.69,failure
2026-09-15 10:30:47.408027,F2,64.13,0.364,3.09,38.64,8.43,normal
2026-09-15 10:30:48.408027,F2,57.3,0.515,4.01,44.54,7.1,normal
2026-09-15 10:30:49.408027,F2,72.27,0.492,2.69,40.42,7.79,normal
2026-09-15 10:30:50.408027,F2,63.49,0.38,3.77,47.03,5.04,normal
2026-09-15 10:30:51.408027,F2,69.98,0.439,3.45,45.15,6.55,normal
2026-09-15 10:30:52.408027,F2,59.19,0.442,3.37,39.16,6.84,normal
2026-09-15 10:30:53.408027,F2,66.32,0.447,2.55,48.15,7.17,normal
2026-09-15 10:30:54.408027,F2,60.32,0.37,3.33,40.84,8.15,normal
2026-09-15 10:30:55.408027,F2,62.52,0.406,3.71,52.53,6.05,normal
2026-09-15 10:30:56.408027,F2,98.7,1.693,6.48,55.73,11.77,failure
2026-09-15 10:30:57.408027,F2,68.28,0.457,3.05,39.83,6.63,normal
2026-09-15 10:30:58.408027,F2,52.4,0.283,3.26,44.08,7.57,normal
2026-09-15 10:30:59.408027,F2,73.14,0.247,3.47,48.53,6.43,normal
2026-09-15 10:31:00.408027,F2,68.99,0.527,2.87,50.24,6.64,normal
2026-09-15 10:31:01.408027,F2,63.69,0.381,3.21,37.42,9.14,normal
2026-09-15 10:31:02.408027,F2,68.25,0.37,3.73,46.56,8.97,normal
2026-09-15 10:31:03.408027,F2,66.13,0.171,3.55,50.05,6.74,normal
2026-09-15 10:31:04.408027,F2,66.92,0.462,3.45,48.62,7.58,normal
2026-09-15 10:31:05.408027,F2,65.78,0.269,3.16,44.81,8.08,normal
2026-09-15 10:31:06.408027,F2,73.56,0.417,2.86,39.97,6.9,normal
2026-09-15 10:31:07.408027,F2,68.07,0.358,3.37,39.73,7.94,normal
2026-09-15 10:31:08.408027,F2,74.69,0.361,4.05,42.83,5.76,normal
2026-09-15 10:31:09.408027,F2,63.01,0.366,3.2,45.25,6.93,normal
2026-09-15 10:31:10.408027,F2,65.21,0.314,3.26,46.33,8.26,normal
2026-09-15 10:31:11.408027,F2,62.74,0.304,3.01,44.83,6.56,normal
2026-09-15 10:31:12.408027,F2,64.71,0.621,2.87,33.45,3.45,normal
2026-09-15 10:31:13.408027,F2,61.97,0.306,3.03,36.64,6.7,normal
2026-09-15 10:31:14.408027,F2,71.7,0.283,3.05,50.66,6.77,normal
2026-09-15 10:31:15.408027,F2,57.89,0.449,3.8,39.55,6.62,normal
2026-09-15 10:31:16.408027,F2,64.65,0.345,3.18,29.82,6.84,normal
2026-09-15 10:31:17.408027,F2,68.36,0.41,3.19,46.47,6.66,normal
2026-09-15 10:31:18.408027,F2,63.07,0.43,3.43,53.72,7.08,normal
2026-09-15 10:31:19.408027,F2,62.84,0.289,3.63,50.79,6.03,normal
2026-09-15 10:31:20.408027,F2,65.78,0.372,3.17,54.93,6.35,normal
2026-09-15 10:31:21.408027,F2,64.61,0.482,3.21,41.11,5.22,normal
2026-09-15 10:31:22.408027,F2,59.77,0.368,3.61,40.75,9.13,normal
2026-09-15 10:31:23.408027,F2,55.8,0.493,3.45,48.98,7.24,normal
2026-09-15 10:31:24.408027,F2,59.02,0.409,3.43,43.69,7.57,normal
2026-09-15 10:31:25.408027,F2,62.35,0.471,2.97,47.02,6.0,normal
2026-09-15 10:31:26.408027,F2,68.39,0.313,2.43,43.58,3.8,normal
2026-09-15 10:31:27.408027,F2,66.62,0.351,3.56,49.37,8.01,normal
2026-09-15 10:31:28.408027,F2,58.37,0.551,2.97,38.79,8.21,normal
2026-09-15 10:31:29.408027,F2,63.37,0.189,3.9,59.77,7.83,normal
2026-09-15 10:31:30.408027,F2,65.11,0.379,3.06,40.25,6.76,normal
2026-09-15 10:31:31.408027,F2,65.65,0.445,2.48,39.65,8.31,normal
2026-09-15 10:31:32.408027,F2,62.23,0.446,4.11,37.23,6.92,normal
2026-09-15 10:31:33.408027,F2,60.37,0.467,3.68,42.46,6.72,normal
2026-09-15 10:31:34.408027,F2,54.55,0.289,3.32,37.61,6.65,normal
2026-09-15 10:31:35.408027,F2,71.97,0.393,3.26,37.26,6.73,normal
2026-09-15 10:31:36.408027,F2,59.66,0.254,4.22,52.55,7.01,normal
2026-09-15 10:31:37.408027,F2,65.63,0.169,3.68,45.72,7.08,normal
2026-09-15 10:31:38.408027,F2,64.2,0.24,3.52,55.15,6.43,normal
2026-09-15 10:31:39.408027,F2,64.57,0.159,2.53,42.71,6.44,normal
2026-09-15 10:31:40.408027,F2,62.26,0.432,3.11,43.08,6.96,normal
2026-09-15 10:31:41.408027,F2,68.19,0.543,3.08,44.85,8.03,normal
2026-09-15 10:31:42.408027,F2,65.35,0.32,2.82,43.16,5.75,normal
2026-09-15 10:31:43.408027,F2,75.36,0.499,2.76,47.35,8.23,normal
2026-09-15 10:31:44.408027,F2,61.73,0.307,3.29,41.54,7.1,normal
2026-09-15 10:31:45.408027,F2,68.72,0.316,3.41,51.43,6.46,normal
2026-09-15 10:31:46.408027,F2,72.23,0.509,3.7,44.41,8.17,normal
2026-09-15 10:31:47.408027,F2,65.12,0.347,3.3,47.6,6.25,normal
2026-09-15 10:31:48.408027,F2,68.8,0.365,3.93,40.71,6.49,normal
2026-09-15 10:31:49.408027,F2,63.53,0.466,3.6,52.14,4.75,normal
2026-09-15 10:31:50.408027,F2,66.08,0.224,3.44,45.28,9.72,normal
2026-09-15 10:31:51.408027,F2,62.09,0.402,3.32,55.95,7.06,normal
2026-09-15 10:31:52.408027,F2,60.01,0.444,3.38,44.17,6.88,normal
2026-09-15 10:31:53.408027,F2,62.16,0.564,3.14,47.62,7.15,normal
2026-09-15 10:31:54.408027,F2,63.66,0.109,4.27,47.91,6.55,normal
2026-09-15 10:31:55.408027,F2,70.25,0.322,2.9,37.57,8.5,normal
2026-09-15 10:31:56.408027,F2,61.07,0.47,3.81,42.5,7.47,normal
2026-09-15 10:31:57.408027,F2,68.05,0.461,3.77,47.5,7.18,normal
2026-09-15 10:31:58.408027,F2,60.39,0.376,3.82,46.35,8.0,normal
2026-09-15 10:31:59.408027,F2,60.03,0.464,2.93,39.6,7.19,normal
2026-09-15 10:32:00.408027,F2,60.91,0.401,3.92,44.99,6.86,normal
2026-09-15 10:32:01.408027,F2,71.43,0.492,4.1,42.51,7.12,normal
2026-09-15 10:32:02.408027,F2,59.31,0.499,3.74,47.4,8.51,normal
2026-09-15 10:32:03.408027,F2,54.7,0.637,3.58,48.63,5.87,normal
2026-09-15 10:32:04.408027,F2,60.11,0.367,3.01,43.26,9.8,normal
2026-09-15 10:32:05.408027,F2,69.44,0.261,3.11,45.08,8.16,normal
2026-09-15 10:32:06.408027,F2,65.15,0.446,3.8,45.88,6.94,normal
2026-09-15 10:32:07.408027,F2,62.03,0.255,3.16,31.87,6.14,normal
2026-09-15 10:32:08.408027,F2,65.69,0.291,3.79,37.52,6.28,normal
2026-09-15 10:32:09.408027,F2,65.95,0.57,3.59,44.34,5.92,normal
2026-09-15 10:32:10.408027,F2,62.81,0.238,3.75,41.11,6.25,normal
2026-09-15 10:32:11.408027,F2,65.75,0.176,3.84,46.66,5.82,normal
2026-09-15 10:32:12.408027,F2,69.12,0.471,3.56,44.25,7.94,normal
2026-09-15 10:32:13.408027,F2,63.12,0.522,3.15,44.99,8.19,normal
2026-09-15 10:32:14.408027,F2,62.67,0.309,4.21,40.23,6.13,normal
2026-09-15 10:32:15.408027,F2,59.26,0.493,3.96,41.97,7.6,normal
2026-09-15 10:32:16.408027,F2,65.55,0.524,3.83,38.17,8.1,normal
2026-09-15 10:32:17.408027,F2,55.67,0.328,3.48,51.14,7.44,normal
2026-09-15 10:32:18.408027,F2,66.69,0.371,3.14,46.51,7.48,normal
2026-09-15 10:32:19.408027,F2,68.16,0.366,3.39,57.56,6.97,normal
2026-09-15 10:32:20.408027,F2,64.32,0.266,3.58,39.46,7.71,normal
2026-09-15 10:32:21.408027,F2,61.73,0.409,3.8,50.29,5.34,normal
2026-09-15 10:32:22.408027,F2,70.52,0.308,3.17,41.4,6.77,normal
2026-09-15 10:32:23.408027,F2,61.79,0.306,3.91,51.94,8.02,normal
2026-09-15 10:32:24.408027,F2,58.33,0.423,3.84,46.87,7.78,normal
2026-09-15 10:32:25.408027,F2,68.43,0.184,3.9,46.5,7.5,normal
2026-09-15 10:32:26.408027,F2,71.13,0.308,4.08,44.84,4.87,normal
2026-09-15 10:32:27.408027,F2,69.35,0.307,3.68,39.79,7.14,normal
2026-09-15 10:32:28.408027,F2,66.53,0.397,3.15,37.45,7.69,normal
2026-09-15 10:32:29.408027,F2,59.0,0.473,3.16,46.38,6.76,normal
2026-09-15 10:32:30.408027,F2,69.91,0.424,3.01,40.38,6.22,normal
2026-09-15 10:32:31.408027,F2,65.16,0.5,3.74,47.74,7.01,normal
2026-09-15 10:32:32.408027,F2,62.46,0.207,4.22,41.58,6.22,normal
2026-09-15 10:32:33.408027,F2,64.17,0.277,2.82,39.1,6.17,normal
2026-09-15 10:32:34.408027,F2,67.54,0.476,3.93,38.56,4.54,normal
2026-09-15 10:32:35.408027,F2,66.79,0.439,3.12,41.97,6.58,normal
2026-09-15 10:32:36.408027,F2,59.64,0.39,3.2,48.87,7.03,normal
2026-09-15 10:32:37.408027,F2,63.71,0.226,3.2,58.6,7.85,normal
2026-09-15 10:32:38.408027,F2,71.98,0.573,3.44,44.24,7.3,normal
2026-09-15 10:32:39.408027,F2,64.37,0.507,3.51,42.33,8.14,normal
2026-09-15 10:32:40.408027,F2,59.55,0.391,3.1,40.16,6.81,normal
2026-09-15 10:32:41.408027,F2,63.24,0.415,3.44,43.35,4.3,normal
2026-09-15 10:32:42.408027,F2,70.74,0.434,3.46,44.54,7.97,normal
2026-09-15 10:32:43.408027,F2,74.92,0.26,3.59,45.87,5.62,normal
2026-09-15 10:32:44.408027,F2,66.66,0.388,4.12,44.75,7.09,normal
2026-09-15 10:32:45.408027,F2,58.36,0.428,3.39,42.54,7.71,normal
2026-09-15 10:32:46.408027,F2,59.51,0.248,3.2,43.27,6.84,normal
2026-09-15 10:32:47.408027,F2,53.0,0.278,2.65,47.04,7.3,normal
2026-09-15 10:32:48.408027,F2,63.85,0.423,3.81,38.61,8.93,normal
2026-09-15 10:32:49.408027,F2,69.1,0.395,3.55,42.93,7.97,normal
2026-09-15 10:32:50.408027,F2,68.5,0.351,3.46,34.49,7.75,normal
2026-09-15 10:32:51.408027,F2,92.41,2.079,5.4,38.3,13.4,failure
2026-09-15 10:32:52.408027,F2,74.42,0.356,2.97,33.97,6.12,normal
2026-09-15 10:32:53.408027,F2,65.02,0.485,3.36,43.98,6.66,normal
2026-09-15 10:32:54.408027,F2,64.77,0.431,2.96,42.44,7.61,normal
2026-09-15 10:32:55.408027,F2,67.8,0.52,3.84,36.06,7.79,normal
2026-09-15 10:32:56.408027,F2,70.71,0.522,3.09,40.81,6.5,normal
2026-09-15 10:32:57.408027,F2,65.88,0.348,3.77,38.57,7.26,normal
2026-09-15 10:32:58.408027,F2,56.66,0.565,2.99,46.2,7.81,normal
2026-09-15 10:32:59.408027,F2,64.85,0.362,3.84,50.47,7.59,normal
2026-09-15 10:33:00.408027,F2,62.37,0.128,3.68,44.18,6.91,normal
2026-09-15 10:33:01.408027,F2,87.11,1.607,6.18,46.88,11.07,failure
2026-09-15 10:33:02.408027,F2,61.51,0.58,3.56,48.38,7.78,normal
2026-09-15 10:33:03.408027,F2,66.57,0.321,2.54,53.66,7.61,normal
2026-09-15 10:33:04.408027,F2,71.39,0.472,3.75,50.97,8.39,normal
2026-09-15 10:33:05.408027,F2,67.12,0.392,3.37,46.37,7.44,normal
2026-09-15 10:33:06.408027,F2,63.77,0.268,3.2,51.68,8.3,normal
2026-09-15 10:33:07.408027,F2,59.16,0.44,3.15,43.04,7.56,normal
2026-09-15 10:33:08.408027,F2,63.97,0.445,3.11,52.22,8.02,normal
2026-09-15 10:33:09.408027,F2,64.57,0.446,3.73,40.24,5.6,normal
2026-09-15 10:33:10.408027,F2,64.95,0.553,3.54,47.4,6.63,normal
2026-09-15 10:33:11.408027,F2,66.45,0.539,3.64,48.79,4.74,normal
2026-09-15 10:33:12.408027,F2,56.74,0.584,3.48,46.75,7.21,normal
2026-09-15 10:33:13.408027,F2,70.18,0.452,3.64,44.93,8.64,normal
2026-09-15 10:33:14.408027,F2,66.95,0.521,3.41,44.65,7.49,normal
2026-09-15 10:33:15.408027,F2,60.01,0.2,2.43,48.05,7.26,normal
2026-09-15 10:33:16.408027,F2,65.62,0.512,2.92,51.25,6.93,normal
2026-09-15 10:33:17.408027,F2,57.49,0.422,3.39,39.19,6.9,normal
2026-09-15 10:33:18.408027,F2,70.99,0.272,3.71,42.68,5.65,normal
2026-09-15 10:33:19.408027,F2,66.97,0.666,3.69,46.36,6.28,normal
2026-09-15 10:33:20.408027,F2,60.86,0.31,3.4,46.77,6.92,normal
2026-09-15 10:33:21.408027,F2,62.29,0.289,3.41,46.51,7.37,normal
2026-09-15 10:33:22.408027,F2,63.23,0.477,3.81,40.25,7.54,normal
2026-09-15 10:33:23.408027,F2,62.76,0.352,3.91,51.0,6.47,normal
2026-09-15 10:33:24.408027,F2,59.84,0.601,3.5,45.37,8.13,normal
2026-09-15 10:33:25.408027,F2,66.34,0.41,3.16,45.7,7.14,normal
2026-09-15 10:33:26.408027,F2,58.97,0.458,3.86,50.32,7.21,normal
2026-09-15 10:33:27.408027,F2,67.69,0.38,3.02,33.96,6.36,normal
2026-09-15 10:33:28.408027,F2,65.08,0.431,4.14,51.22,7.85,normal
2026-09-15 10:33:29.408027,F2,67.47,0.442,3.45,47.08,6.94,normal
2026-09-15 10:33:30.408027,F2,68.19,0.647,3.43,41.9,5.79,normal
2026-09-15 10:33:31.408027,F2,62.74,0.358,3.74,50.46,5.13,normal
2026-09-15 10:33:32.408027,F2,64.23,0.47,4.1,45.6,9.01,normal
2026-09-15 10:33:33.408027,F2,66.01,0.472,2.84,31.18,6.31,normal
2026-09-15 10:33:34.408027,F2,77.55,0.274,3.26,45.69,5.84,normal
2026-09-15 10:33:35.408027,F2,58.14,0.413,3.07,45.8,4.7,normal
2026-09-15 10:33:36.408027,F2,61.02,0.282,3.73,48.03,5.8,normal
2026-09-15 10:33:37.408027,F2,64.9,0.589,3.82,41.43,7.01,normal
2026-09-15 10:33:38.408027,F2,51.62,0.483,3.1,43.63,6.42,normal
2026-09-15 10:33:39.408027,F2,92.88,2.376,6.73,43.25,11.06,failure
2026-09-15 10:33:40.408027,F2,71.42,0.442,3.26,53.52,5.93,normal
2026-09-15 10:33:41.408027,F2,68.94,0.491,3.52,44.65,6.62,normal
2026-09-15 10:33:42.408027,F2,74.46,0.484,2.77,45.71,6.38,normal
2026-09-15 10:33:43.408027,F2,70.46,0.536,2.92,39.17,7.19,normal
2026-09-15 10:33:44.408027,F2,61.2,0.388,3.71,42.13,7.39,normal
2026-09-15 10:33:45.408027,F2,60.82,0.262,3.57,46.0,7.46,normal
2026-09-15 10:33:46.408027,F2,73.84,0.453,3.89,52.4,6.5,normal
2026-09-15 10:33:47.408027,F2,72.33,0.316,3.46,44.44,5.97,normal
2026-09-15 10:33:48.408027,F2,92.44,1.494,6.09,49.72,9.85,failure
2026-09-15 10:33:49.408027,F2,70.11,0.25,3.95,41.96,9.0,normal
2026-09-15 10:33:50.408027,F2,92.2,1.541,5.75,48.03,13.38,failure
2026-09-15 10:33:51.408027,F2,65.06,0.377,3.43,36.61,8.86,normal
